Time,CLASSROOM_LEFT:KALAMATAWINTERDESIGNDAY:Des Heat Load [W],CLASSROOM_LEFT:KALAMATASUMMERDESIGNDAY:Des Sens Cool Load [W],CLASSROOM_LEFT:KALAMATAWINTERDESIGNDAY:Des Heat Mass Flow [kg/s],CLASSROOM_LEFT:KALAMATASUMMERDESIGNDAY:Des Cool Mass Flow [kg/s],CLASSROOM_LEFT::Des Latent Heat Load [W],CLASSROOM_LEFT::Des Latent Cool Load [W],CLASSROOM_LEFT::Des Latent Heat Mass Flow [kg/s],CLASSROOM_LEFT::Des Latent Cool Mass Flow [kg/s],CLASSROOM_LEFT::Des Heat Load No DOAS [W],CLASSROOM_LEFT::Des Sens Cool Load No DOAS [W],CLASSROOM_LEFT::Des Latent Heat Load No DOAS [W],CLASSROOM_LEFT::Des Latent Cool Load No DOAS [W],CLASSROOM_LEFT:KALAMATAWINTERDESIGNDAY:Heating Zone Temperature [C],CLASSROOM_LEFT:KALAMATAWINTERDESIGNDAY:Heating Zone Relative Humidity [%],CLASSROOM_LEFT:KALAMATASUMMERDESIGNDAY:Cooling Zone Temperature [C],CLASSROOM_LEFT:KALAMATASUMMERDESIGNDAY:Cooling Zone Relative Humidity [%],CLASSROOM_RIGHT:KALAMATAWINTERDESIGNDAY:Des Heat Load [W],CLASSROOM_RIGHT:KALAMATASUMMERDESIGNDAY:Des Sens Cool Load [W],CLASSROOM_RIGHT:KALAMATAWINTERDESIGNDAY:Des Heat Mass Flow [kg/s],CLASSROOM_RIGHT:KALAMATASUMMERDESIGNDAY:Des Cool Mass Flow [kg/s],CLASSROOM_RIGHT::Des Latent Heat Load [W],CLASSROOM_RIGHT::Des Latent Cool Load [W],CLASSROOM_RIGHT::Des Latent Heat Mass Flow [kg/s],CLASSROOM_RIGHT::Des Latent Cool Mass Flow [kg/s],CLASSROOM_RIGHT::Des Heat Load No DOAS [W],CLASSROOM_RIGHT::Des Sens Cool Load No DOAS [W],CLASSROOM_RIGHT::Des Latent Heat Load No DOAS [W],CLASSROOM_RIGHT::Des Latent Cool Load No DOAS [W],CLASSROOM_RIGHT:KALAMATAWINTERDESIGNDAY:Heating Zone Temperature [C],CLASSROOM_RIGHT:KALAMATAWINTERDESIGNDAY:Heating Zone Relative Humidity [%],CLASSROOM_RIGHT:KALAMATASUMMERDESIGNDAY:Cooling Zone Temperature [C],CLASSROOM_RIGHT:KALAMATASUMMERDESIGNDAY:Cooling Zone Relative Humidity [%],HALLWAY_ROOM3:KALAMATAWINTERDESIGNDAY:Des Heat Load [W],HALLWAY_ROOM3:KALAMATASUMMERDESIGNDAY:Des Sens Cool Load [W],HALLWAY_ROOM3:KALAMATAWINTERDESIGNDAY:Des Heat Mass Flow [kg/s],HALLWAY_ROOM3:KALAMATASUMMERDESIGNDAY:Des Cool Mass Flow [kg/s],HALLWAY_ROOM3::Des Latent Heat Load [W],HALLWAY_ROOM3::Des Latent Cool Load [W],HALLWAY_ROOM3::Des Latent Heat Mass Flow [kg/s],HALLWAY_ROOM3::Des Latent Cool Mass Flow [kg/s],HALLWAY_ROOM3::Des Heat Load No DOAS [W],HALLWAY_ROOM3::Des Sens Cool Load No DOAS [W],HALLWAY_ROOM3::Des Latent Heat Load No DOAS [W],HALLWAY_ROOM3::Des Latent Cool Load No DOAS [W],HALLWAY_ROOM3:KALAMATAWINTERDESIGNDAY:Heating Zone Temperature [C],HALLWAY_ROOM3:KALAMATAWINTERDESIGNDAY:Heating Zone Relative Humidity [%],HALLWAY_ROOM3:KALAMATASUMMERDESIGNDAY:Cooling Zone Temperature [C],HALLWAY_ROOM3:KALAMATASUMMERDESIGNDAY:Cooling Zone Relative Humidity [%],ROOM2_SMALL:KALAMATAWINTERDESIGNDAY:Des Heat Load [W],ROOM2_SMALL:KALAMATASUMMERDESIGNDAY:Des Sens Cool Load [W],ROOM2_SMALL:KALAMATAWINTERDESIGNDAY:Des Heat Mass Flow [kg/s],ROOM2_SMALL:KALAMATASUMMERDESIGNDAY:Des Cool Mass Flow [kg/s],ROOM2_SMALL::Des Latent Heat Load [W],ROOM2_SMALL::Des Latent Cool Load [W],ROOM2_SMALL::Des Latent Heat Mass Flow [kg/s],ROOM2_SMALL::Des Latent Cool Mass Flow [kg/s],ROOM2_SMALL::Des Heat Load No DOAS [W],ROOM2_SMALL::Des Sens Cool Load No DOAS [W],ROOM2_SMALL::Des Latent Heat Load No DOAS [W],ROOM2_SMALL::Des Latent Cool Load No DOAS [W],ROOM2_SMALL:KALAMATAWINTERDESIGNDAY:Heating Zone Temperature [C],ROOM2_SMALL:KALAMATAWINTERDESIGNDAY:Heating Zone Relative Humidity [%],ROOM2_SMALL:KALAMATASUMMERDESIGNDAY:Cooling Zone Temperature [C],ROOM2_SMALL:KALAMATASUMMERDESIGNDAY:Cooling Zone Relative Humidity [%]
01:50:00,8.992053E+02,0.000000E+00,3.701253E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.915728E+01,5.317014E+01,7.503855E+02,0.000000E+00,3.088690E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,3.012623E+01,5.028591E+01,3.950196E+02,8.739390E+01,1.625946E-02,5.346815E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.500530E+01,2.999993E+01,3.478869E+01,1.368849E+02,0.000000E+00,5.634372E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.973066E+01,5.144145E+01
02:00:00,9.116168E+02,0.000000E+00,3.752340E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.908830E+01,5.338237E+01,7.726018E+02,0.000000E+00,3.180136E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,3.004528E+01,5.051984E+01,4.033605E+02,7.620455E+01,1.660278E-02,4.662242E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.502180E+01,2.999994E+01,3.482805E+01,1.405351E+02,0.000000E+00,5.784619E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.968072E+01,5.158937E+01
02:10:00,9.240059E+02,0.000000E+00,3.803336E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.901931E+01,5.359562E+01,7.949619E+02,0.000000E+00,3.272173E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.996407E+01,5.075581E+01,4.117257E+02,6.511921E+01,1.694710E-02,3.984032E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.503758E+01,2.999995E+01,3.487076E+01,1.442376E+02,0.000000E+00,5.937019E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.963088E+01,5.173744E+01
02:20:00,9.363627E+02,0.000000E+00,3.854198E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.895040E+01,5.380954E+01,8.174240E+02,0.000000E+00,3.364630E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.988281E+01,5.099314E+01,4.201047E+02,5.414169E+01,1.729199E-02,3.312420E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.505266E+01,2.999996E+01,3.491717E+01,1.479839E+02,0.000000E+00,6.091222E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.958122E+01,5.188545E+01
02:30:00,9.486782E+02,0.000000E+00,3.904890E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.888161E+01,5.402407E+01,8.399462E+02,0.000000E+00,3.457334E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.980156E+01,5.123170E+01,4.284886E+02,4.327812E+01,1.763708E-02,2.647779E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.506705E+01,2.999997E+01,3.496766E+01,1.517640E+02,0.000000E+00,6.246817E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.953172E+01,5.203347E+01
02:40:00,9.609445E+02,0.000000E+00,3.955380E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.881289E+01,5.423935E+01,8.624943E+02,0.000000E+00,3.550146E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.972026E+01,5.147164E+01,4.368699E+02,3.253520E+01,1.798207E-02,1.990521E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.508078E+01,2.999998E+01,3.502268E+01,1.555701E+02,0.000000E+00,6.403481E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.948232E+01,5.218166E+01
02:50:00,9.731539E+02,0.000000E+00,4.005636E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.874419E+01,5.445550E+01,8.850402E+02,0.000000E+00,3.642947E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.963888E+01,5.171312E+01,4.452417E+02,2.262552E+01,1.832666E-02,1.384241E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.509387E+01,2.999999E+01,3.508273E+01,1.593958E+02,0.000000E+00,6.560952E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.943298E+01,5.233014E+01
03:00:00,9.852998E+02,0.000000E+00,4.055630E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.867552E+01,5.467258E+01,9.075599E+02,0.000000E+00,3.735641E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.955742E+01,5.195612E+01,4.535982E+02,1.454287E+01,1.867063E-02,8.897400E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599987E+01,3.510634E+01,2.998742E+01,3.517235E+01,1.632359E+02,0.000000E+00,6.719014E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.938370E+01,5.247893E+01
03:10:00,9.973756E+02,0.000000E+00,4.105335E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.860687E+01,5.489054E+01,9.300327E+02,0.000000E+00,3.828143E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.947591E+01,5.220058E+01,4.619343E+02,8.260417E+00,1.901375E-02,5.053761E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.511822E+01,2.994586E+01,3.532241E+01,1.670858E+02,0.000000E+00,6.877483E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.933448E+01,5.262802E+01
03:20:00,1.009375E+03,0.000000E+00,4.154726E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.853827E+01,5.510934E+01,9.524408E+02,0.000000E+00,3.920378E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.939438E+01,5.244637E+01,4.702452E+02,3.756144E+00,1.935584E-02,2.298025E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.512952E+01,2.988475E+01,3.551299E+01,1.709419E+02,0.000000E+00,7.036203E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.928532E+01,5.277738E+01
03:30:00,1.021291E+03,0.000000E+00,4.203776E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.846972E+01,5.532894E+01,9.747685E+02,0.000000E+00,4.012282E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.931286E+01,5.269343E+01,4.785268E+02,1.009593E+00,1.969672E-02,6.176731E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.514028E+01,2.981895E+01,3.571376E+01,1.748007E+02,0.000000E+00,7.195037E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.923622E+01,5.292703E+01
03:40:00,1.033118E+03,0.000000E+00,4.252457E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.840124E+01,5.554931E+01,9.970020E+02,0.000000E+00,4.103798E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.923139E+01,5.294168E+01,4.867754E+02,0.000000E+00,2.003624E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.515051E+01,2.975515E+01,3.591107E+01,1.786594E+02,0.000000E+00,7.353867E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.918719E+01,5.307698E+01
03:50:00,1.044846E+03,0.000000E+00,4.300731E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.833285E+01,5.577041E+01,1.019129E+03,0.000000E+00,4.194875E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.914998E+01,5.319107E+01,4.949877E+02,0.000000E+00,2.037427E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.516025E+01,2.969304E+01,3.610554E+01,1.825154E+02,0.000000E+00,7.512587E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.913821E+01,5.322723E+01
04:00:00,1.056459E+03,0.000000E+00,4.348530E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.826454E+01,5.599221E+01,1.041138E+03,0.000000E+00,4.285468E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.906865E+01,5.344152E+01,5.031608E+02,0.000000E+00,2.071069E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.516953E+01,2.963082E+01,3.630093E+01,1.863665E+02,0.000000E+00,7.671104E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.908929E+01,5.337779E+01
04:10:00,1.067950E+03,0.000000E+00,4.395828E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.819633E+01,5.621467E+01,1.063020E+03,0.000000E+00,4.375537E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.898742E+01,5.369298E+01,5.112919E+02,0.000000E+00,2.104537E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.517836E+01,2.956784E+01,3.649863E+01,1.902107E+02,0.000000E+00,7.829333E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.904042E+01,5.352866E+01
04:20:00,1.079334E+03,0.000000E+00,4.442687E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.812839E+01,5.643726E+01,1.084766E+03,0.000000E+00,4.465046E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.890650E+01,5.394482E+01,5.193787E+02,0.000000E+00,2.137824E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.518676E+01,2.950458E+01,3.669767E+01,1.940460E+02,0.000000E+00,7.987201E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.899170E+01,5.367955E+01
04:30:00,1.090617E+03,0.000000E+00,4.489130E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.806071E+01,5.666000E+01,1.106368E+03,0.000000E+00,4.553961E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.882592E+01,5.419697E+01,5.274189E+02,0.000000E+00,2.170918E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.519477E+01,2.944149E+01,3.689708E+01,1.978709E+02,0.000000E+00,8.144641E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.894312E+01,5.383050E+01
04:40:00,1.101806E+03,0.000000E+00,4.535185E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.799324E+01,5.688303E+01,1.127818E+03,0.000000E+00,4.642254E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.874558E+01,5.444964E+01,5.354107E+02,0.000000E+00,2.203813E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.520241E+01,2.937863E+01,3.709675E+01,2.016840E+02,0.000000E+00,8.301591E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.889463E+01,5.398164E+01
04:50:00,1.112909E+03,0.000000E+00,4.580888E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.792592E+01,5.710653E+01,1.149111E+03,0.000000E+00,4.729899E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.866545E+01,5.470301E+01,5.433522E+02,0.000000E+00,2.236502E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.520969E+01,2.931588E+01,3.729693E+01,2.054838E+02,0.000000E+00,8.457998E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.884620E+01,5.413306E+01
05:00:00,1.123945E+03,0.000000E+00,4.626314E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.785877E+01,5.733049E+01,1.170240E+03,0.000000E+00,4.816870E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.858550E+01,5.495712E+01,5.512419E+02,0.000000E+00,2.268977E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.521664E+01,2.925316E+01,3.749778E+01,2.092693E+02,0.000000E+00,8.613813E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.879784E+01,5.428476E+01
05:10:00,1.134921E+03,0.000000E+00,4.671491E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.779177E+01,5.755492E+01,1.191201E+03,0.000000E+00,4.903148E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.850575E+01,5.521193E+01,5.590784E+02,0.000000E+00,2.301233E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599988E+01,3.522328E+01,2.919048E+01,3.769929E+01,2.130393E+02,0.000000E+00,8.768990E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.874954E+01,5.443672E+01
05:20:00,1.145824E+03,0.000000E+00,4.716370E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.772555E+01,5.777770E+01,1.211988E+03,0.000000E+00,4.988711E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.842694E+01,5.546504E+01,5.668605E+02,0.000000E+00,2.333264E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.599989E+01,3.522962E+01,2.912863E+01,3.789970E+01,2.167928E+02,0.000000E+00,8.923489E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.600000E+01,1.894690E+01,2.870174E+01,5.458761E+01
